Year,Agency,Category,Detail,Vendor,Federal
2011,NATURAL RESOURCES,FUEL & UTILITIES,PROPANE,MFA OIL CO-BROOKFIELD,1541.39
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MFA OIL CO-BROOKFIELD,55
2011,NATURAL RESOURCES,FUEL & UTILITIES,OTHER FUEL & UTILITIES,MFA OIL CO-BROOKFIELD,243.6
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-BROOKFIELD,135510.4
2011,NATURAL RESOURCES,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-BROOKFIELD,1492.9
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-BROOKFIELD,6218.1
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-BROOKFIELD,206.4
2011,CONSERVATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-BROOKFIELD,4739
2011,NATURAL RESOURCES,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-BROOKFIELD,47.33
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-BROOKFIELD,14
2011,PUBLIC SAFETY,SUPPLIES,AGRICULTURE/GROUNDS SUPPLIES,MFA OIL CO-CHILLICOTHE,294.75
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-CHILLICOTHE,77.4
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-CHILLICOTHE,18
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-CHILLICOTHE,2873
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-CHILLICOTHE,654.7
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-CHILLICOTHE,821.39
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-CHILLICOTHE,3052.82
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MFA OIL CO-CHILLICOTHE,110
2011,CORRECTIONS,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-CHILLICOTHE,952.25
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-CHILLICOTHE,124465.67
2011,CORRECTIONS,SUPPLIES,MOTOR FUEL,MFA OIL CO-CHILLICOTHE,56381.32
2011,PUBLIC SAFETY,MISCELLANEOUS EXPENSES,OTHER MISCELLANEOUS EXPENSE,MFA OIL CO-COLUMBIA,170
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-COLUMBIA,68
2011,NATURAL RESOURCES,FUEL & UTILITIES,PROPANE,MFA OIL CO-COLUMBIA,9456.54
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,MFA OIL CO-COLUMBIA,12
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-COLUMBIA,72125.95
2011,AGRICULTURE,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-COLUMBIA,173.04
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,HAULING SERVICES,MFA OIL CO-COLUMBIA,200
2011,CORRECTIONS,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,60819.46
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,MFA OIL CO-COLUMBIA,190
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,MFA OIL CO-COLUMBIA,2
2011,PUBLIC SAFETY,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-COLUMBIA,49147
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-COLUMBIA,41511.44
2011,PUBLIC SAFETY,FUEL & UTILITIES,PROPANE,MFA OIL CO-COLUMBIA,96.92
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MFA OIL CO-COLUMBIA,1085.17
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,MFA OIL CO-COLUMBIA,10.75
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,MFA OIL CO-COLUMBIA,12
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,2704.61
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,4466006.06
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,240.62
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-COLUMBIA,24.13
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-COLUMBIA,38549.61
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-COLUMBIA,4721.83
2011,PUBLIC SAFETY,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,2151.51
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,MFA OIL CO-COLUMBIA,80
2011,JUDICIARY,SUPPLIES,MOTOR FUEL,MFA OIL CO-COLUMBIA,1898.3
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MFA OIL CO-COLUMBIA,80
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,MFA OIL CO-COLUMBIA,58.9
2011,TRANSPORTATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-COLUMBIA,74206.28
2011,TRANSPORTATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-COLUMBIA,1532.54
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-FULTON,924
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-FULTON,1451.9
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,OTHER SPECIFIC USE EQUIPMENT,MFA OIL CO-FULTON,1079
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-FULTON,37695.54
2011,CORRECTIONS,SUPPLIES,MOTOR FUEL,MFA OIL CO-FULTON,45637.74
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-FULTON,3845.53
2011,MENTAL HEALTH,SUPPLIES,MOTOR FUEL,MFA OIL CO-FULTON,57589.69
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-FULTON,511.5
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-FULTON,82
2011,MENTAL HEALTH,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-FULTON,484
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-FULTON,18309.04
2011,CONSERVATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-JASPER,1104.32
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-JASPER,796541.25
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-JASPER,114.48
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-JASPER,363.32
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-JASPER,68
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,MFA OIL CO-JASPER,112
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-JASPER,11435.21
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-JASPER,12215.59
2011,PUBLIC SAFETY,SUPPLIES,MOTOR FUEL,MFA OIL CO-JASPER,274.65
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-JASPER,114.26
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-MARSHALL,5449.94
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-MARSHALL,159216.49
2011,NATURAL RESOURCES,FUEL & UTILITIES,PROPANE,MFA OIL CO-MARSHALL,1978.82
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-MARSHALL,5850.85
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-MARSHALL,2425.87
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,MFA OIL CO-MARSHALL,161.98
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-MARSHALL,97.2
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-MARSHALL,22.73
2011,MENTAL HEALTH,SUPPLIES,MOTOR FUEL,MFA OIL CO-MARSHALL,68.19
2011,TRANSPORTATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-MARSHALL,1075.26
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,FUEL OIL,MFA OIL CO-STE GENEVIEVE,4491.06
2011,TRANSPORTATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MFA OIL CO-STE GENEVIEVE,58
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-STE GENEVIEVE,15096.83
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-STE GENEVIEVE,5643.9
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-STE GENEVIEVE,72.5
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-STE GENEVIEVE,159817.85
2011,PUBLIC SAFETY,SUPPLIES,MOTOR FUEL,MFA OIL CO-STE GENEVIEVE,3167.73
2011,TRANSPORTATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-STE GENEVIEVE,82.8
2011,NATURAL RESOURCES,SUPPLIES,MECHANICAL SUPPLIES,MFA OIL CO-STE GENEVIEVE,44
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MFA OIL CO-STE GENEVIEVE,425.32
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-STE GENEVIEVE,90
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-ST JOSEPH,1623.43
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-ST JOSEPH,8189.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-ST JOSEPH,2064.68
2011,TRANSPORTATION,FUEL & UTILITIES,PROPANE,MFA OIL CO-ST JOSEPH,16311.46
2011,NATURAL RESOURCES,SUPPLIES,MOTOR FUEL,MFA OIL CO-ST JOSEPH,2911.67
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,MFA OIL CO-ST JOSEPH,382511.55
2011,MENTAL HEALTH,SUPPLIES,MOTOR FUEL,MFA OIL CO-ST JOSEPH,16779.01
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MFA OIL CO-ST JOSEPH,250
2011,MENTAL HEALTH,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MFA OIL CO-ST JOSEPH,34
2011,MENTAL HEALTH,SUPPLIES,VEHICLE REPAIR SUPPLIES,MFA OIL CO-ST JOSEPH,412.5
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,MID-AMERICA REGIONAL COUNCIL,5936012.01
2011,NATURAL RESOURCES,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,463457.1
2011,TRANSPORTATION,PROFESSIONAL SERVICES,ADVERTISING SERVICES,MID-AMERICA REGIONAL COUNCIL,24.99
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,44452.51
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MID-AMERICA REGIONAL COUNCIL,279817.18
2011,NATURAL RESOURCES,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,MID-AMERICA REGIONAL COUNCIL,842863.64
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,2337504.24
2011,NATURAL RESOURCES,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,60247.03
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,MID-AMERICA REGIONAL COUNCIL,1850100.14
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,MID-AMERICA REGIONAL COUNCIL,28686.41
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MID-AMERICA REGIONAL COUNCIL,13442.16
2011,OFFICE OF ADMINISTRATION,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,MID-AMERICA REGIONAL COUNCIL,10670
2011,TRANSPORTATION,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",MID-AMERICA REGIONAL COUNCIL,692
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,9609734.72
2011,TRANSPORTATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,2540180.79
2011,CONSERVATION,PROGRAM DISTRIBUTIONS,AID TO LOCAL GOVERNMENTS,MID-AMERICA REGIONAL COUNCIL,202025
2011,ECONOMIC DEVELOPMENT,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,MID-AMERICA REGIONAL COUNCIL,1160728.38
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,178.5
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MID-CITY LUMBER CO LTD,136
2011,SOCIAL SERVICES,SUPPLIES,RECREATIONAL SUPPLIES,MID-CITY LUMBER CO LTD,162
2011,AGRICULTURE,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,4305
2011,SOCIAL SERVICES,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,3983.8
2011,CONSERVATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,1377
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,121.7
2011,CONSERVATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,2849.15
2011,TRANSPORTATION,PROPERTY & IMPROVEMENTS,OTHER PROPERTY & IMPROVEMENTS,MID-CITY LUMBER CO LTD,42006.29
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,AID EDUC INSTIT & SCHOOL DIST,MID-CITY LUMBER CO LTD,100.8
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,108
2011,CORRECTIONS,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,2406.11
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,1839.19
2011,CORRECTIONS,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,6180.59
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,312.92
2011,MENTAL HEALTH,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,11896.68
2011,SOCIAL SERVICES,SUPPLIES,PLUMBING SUPPLIES,MID-CITY LUMBER CO LTD,11250.66
2011,MENTAL HEALTH,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,40.5
2011,SOCIAL SERVICES,SUPPLIES,EDUCATION SUPPLIES,MID-CITY LUMBER CO LTD,1069.05
2011,MENTAL HEALTH,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,3391.75
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,28317.46
2011,MENTAL HEALTH,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",MID-CITY LUMBER CO LTD,6300
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,43.49
2011,MENTAL HEALTH,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,1943.99
2011,PUBLIC SAFETY,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,6783.76
2011,MENTAL HEALTH,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,2469.48
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,35
2011,MENTAL HEALTH,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,50
2011,PUBLIC SAFETY,OTHER EQUIPMENT,OTHER EQUIPMENT,MID-CITY LUMBER CO LTD,23.88
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MID-CITY LUMBER CO LTD,1897.36
2011,PUBLIC SAFETY,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,146.82
2011,LEGISLATURE,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,11.17
2011,NATURAL RESOURCES,SUPPLIES,MECHANICAL SUPPLIES,MID-CITY LUMBER CO LTD,146
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,64.12
2011,NATURAL RESOURCES,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,5616.24
2011,NATURAL RESOURCES,PROPERTY & IMPROVEMENTS,SITE IMPROVEMENTS,MID-CITY LUMBER CO LTD,3224.52
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,16797.12
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,MID-CITY LUMBER CO LTD,18.75
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,1230.15
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID-CITY LUMBER CO LTD,38.55
2011,PUBLIC SAFETY,PROPERTY & IMPROVEMENTS,PROPERTY & IMPROVEMENTS,MID-CITY LUMBER CO LTD,80.87
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,1737.81
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID-CITY LUMBER CO LTD,1792.31
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,PROGRAM REIMBURSEMENTS,MIDLAND EMPIRE RESOURCES,2730
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,MIDLAND EMPIRE RESOURCES,6101.99
2011,JUDICIARY,PROFESSIONAL SERVICES,PROFESSIONAL COURT SERVICES,MIDLAND EMPIRE RESOURCES,3465
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,MIDLAND EMPIRE RESOURCES,200887
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,OTHER ASSISTANCE BENEFITS,MIDLAND EMPIRE RESOURCES,107.56
2011,ECONOMIC DEVELOPMENT,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDLAND EMPIRE RESOURCES,150
2011,MENTAL HEALTH,PROGRAM DISTRIBUTIONS,MENTAL HEALTH PAYMNTS-1099 YES,MIDLAND EMPIRE RESOURCES,320
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDLAND EMPIRE RESOURCES,1812.24
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDLAND EMPIRE RESOURCES,120
2011,ELEMENTARY AND SECONDARY EDUCATION,PROFESSIONAL SERVICES,EDUCATIONAL SERVICES,MIDLAND EMPIRE RESOURCES,615
2011,MENTAL HEALTH,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",MIDLAND EMPIRE RESOURCES,490
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDLAND EMPIRE RESOURCES,16972.5
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,AID  INSTITUTIONS/INDIVIDUALS,MIDLAND EMPIRE RESOURCES,17136.9
2011,CONSERVATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDLAND EMPIRE RESOURCES,170
2011,HEALTH AND SENIOR SERVICES,PROGRAM DISTRIBUTIONS,HOME & COMMUNITY BASED SERVICES,MIDLAND EMPIRE RESOURCES,12707.64
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,CLIENT ASSISTANCE SERVICES,MIDLAND EMPIRE RESOURCES,312
2011,ELEMENTARY AND SECONDARY EDUCATION,TRAVEL,IN-STATE MILEAGE,MIDLAND EMPIRE RESOURCES,12.32
2011,SOCIAL SERVICES,MISCELLANEOUS EXPENSES,AGENCY PROVIDED FOOD,MIDLAND EMPIRE RESOURCES,232.49
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,MID STATE PETROLEUM EQUIPMENT,350
2011,TRANSPORTATION,SUPPLIES,PLUMBING SUPPLIES,MID STATE PETROLEUM EQUIPMENT,49.66
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID STATE PETROLEUM EQUIPMENT,141.28
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,MID STATE PETROLEUM EQUIPMENT,6480.32
2011,PUBLIC SAFETY,PROPERTY & IMPROVEMENTS,"MINOR REPAIR, MAINT & IMPROVEMENT SERV",MID STATE PETROLEUM EQUIPMENT,14846.27
2011,TRANSPORTATION,PROPERTY & IMPROVEMENTS,OTHER PROPERTY & IMPROVEMENTS,MID STATE PETROLEUM EQUIPMENT,3391.55
2011,CORRECTIONS,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID STATE PETROLEUM EQUIPMENT,13.77
2011,TRANSPORTATION,SUPPLIES,PLUMBING SUPPLIES,MID STATE PETROLEUM EQUIPMENT,2229.95
2011,AGRICULTURE,SUPPLIES,LABORATORY SUPPLIES,MID STATE PETROLEUM EQUIPMENT,258.67
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,MID STATE PETROLEUM EQUIPMENT,85.37
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MID STATE PETROLEUM EQUIPMENT,474
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,OTHER EQUIPMENT REPAIR & MAINTENANCE,MID STATE PETROLEUM EQUIPMENT,701.54
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,MID STATE PETROLEUM EQUIPMENT,1884.22
2011,REVENUE,SUPPLIES,UNIFORM & CLOTHING ALLOWANCE,MIDWEST ADVERTISING,1729.89
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,1647.59
2011,REVENUE,SUPPLIES,OFFICE SUPPLIES,MIDWEST ADVERTISING,493.55
2011,LABOR AND INDUSTRIAL RELATIONS,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,1755.65
2011,REVENUE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,MIDWEST ADVERTISING,9438.04
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,1801
2011,REVENUE,SUPPLIES,RECOGNITION AWARDS,MIDWEST ADVERTISING,206.42
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,1223.13
2011,REVENUE,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,68347.86
2011,LEGISLATURE,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,MIDWEST ADVERTISING,614.57
2011,TRANSPORTATION,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,MIDWEST ADVERTISING,48.96
2011,LEGISLATURE,SUPPLIES,OFFICE SUPPLIES,MIDWEST ADVERTISING,224.8
2011,REVENUE,MISCELLANEOUS EXPENSES,LOTTERY RETAIL INCENTIVE-MERCHANDISE,MIDWEST ADVERTISING,9870.64
2011,NATURAL RESOURCES,SUPPLIES,RESALE MERCHANDISE,MIDWEST ADVERTISING,1201.29
2011,TRANSPORTATION,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,17130.89
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,REBILL PRINT & BINDING SERV,MIDWEST ADVERTISING,26403.76
2011,REVENUE,OTHER EQUIPMENT,OTHER EQUIPMENT,MIDWEST ADVERTISING,5980
2011,PUBLIC SAFETY,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,3931.14
2011,TRANSPORTATION,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,MIDWEST ADVERTISING,180.37
2011,OFFICE OF ADMINISTRATION,SUPPLIES,PROMOTIONAL SUPPLIES,MIDWEST ADVERTISING,1279.68
2011,REVENUE,SUPPLIES,UNIFORMS & CLOTHING,MIDWEST ADVERTISING,402.46
